Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue Mar 25 2014,7:00 pm,Portland Trail Blazers,85,Orlando Magic,95,Box Score,,17896,
Wed Mar 26 2014,7:30 pm,Toronto Raptors,99,Boston Celtics,90,Box Score,,18341,
Wed Mar 26 2014,7:00 pm,Brooklyn Nets,111,Charlotte Bobcats,116,Box Score,OT,15943,
Wed Mar 26 2014,7:30 pm,Cleveland Cavaliers,97,Detroit Pistons,96,Box Score,,15979,
Wed Mar 26 2014,8:00 pm,Miami Heat,83,Indiana Pacers,84,Box Score,,18165,
Wed Mar 26 2014,8:00 pm,Atlanta Hawks,83,Minnesota Timberwolves,107,Box Score,,11632,
Wed Mar 26 2014,8:00 pm,Los Angeles Clippers,96,New Orleans Pelicans,98,Box Score,,16363,
Wed Mar 26 2014,10:00 pm,New York Knicks,107,Sacramento Kings,99,Box Score,,15594,
Wed Mar 26 2014,8:30 pm,Denver Nuggets,103,San Antonio Spurs,108,Box Score,,17949,
Wed Mar 26 2014,10:30 pm,Memphis Grizzlies,91,Utah Jazz,87,Box Score,,19081,
Wed Mar 26 2014,7:00 pm,Phoenix Suns,99,Washington Wizards,93,Box Score,,18805,
Thu Mar 27 2014,7:30 pm,Portland Trail Blazers,100,Atlanta Hawks,85,Box Score,,13228,
Thu Mar 27 2014,8:30 pm,Los Angeles Clippers,109,Dallas Mavericks,103,Box Score,,19912,
Thu Mar 27 2014,8:00 pm,Philadelphia 76ers,98,Houston Rockets,120,Box Score,,18334,
Thu Mar 27 2014,8:00 pm,Los Angeles Lakers,105,Milwaukee Bucks,108,Box Score,,15439,
Fri Mar 28 2014,7:30 pm,Cleveland Cavaliers,97,Brooklyn Nets,108,Box Score,,17732,
Fri Mar 28 2014,8:00 pm,Portland Trail Blazers,91,Chicago Bulls,74,Box Score,,22055,
Fri Mar 28 2014,9:00 pm,San Antonio Spurs,133,Denver Nuggets,102,Box Score,,19155,
Fri Mar 28 2014,7:30 pm,Miami Heat,110,Detroit Pistons,78,Box Score,,21231,
Fri Mar 28 2014,10:30 pm,Memphis Grizzlies,93,Golden State Warriors,100,Box Score,,19596,
Fri Mar 28 2014,8:00 pm,Los Angeles Lakers,107,Minnesota Timberwolves,143,Box Score,,16442,
Fri Mar 28 2014,8:00 pm,Utah Jazz,95,New Orleans Pelicans,102,Box Score,,17699,
Fri Mar 28 2014,8:00 pm,Sacramento Kings,81,Oklahoma City Thunder,94,Box Score,,18203,
Fri Mar 28 2014,7:00 pm,Charlotte Bobcats,105,Orlando Magic,110,Box Score,OT,16003,
Fri Mar 28 2014,10:00 pm,New York Knicks,88,Phoenix Suns,112,Box Score,,17106,
Fri Mar 28 2014,7:00 pm,Boston Celtics,103,Toronto Raptors,105,Box Score,,19800,
Fri Mar 28 2014,7:00 pm,Indiana Pacers,78,Washington Wizards,91,Box Score,,19708,
Sat Mar 29 2014,8:30 pm,Sacramento Kings,100,Dallas Mavericks,103,Box Score,,20210,
Sat Mar 29 2014,8:00 pm,Los Angeles Clippers,118,Houston Rockets,107,Box Score,,18337,
Sat Mar 29 2014,8:30 pm,Miami Heat,88,Milwaukee Bucks,67,Box Score,,17986,
Sat Mar 29 2014,7:30 pm,Detroit Pistons,98,Philadelphia 76ers,123,Box Score,,17438,
Sat Mar 29 2014,8:30 pm,New Orleans Pelicans,80,San Antonio Spurs,96,Box Score,,18581,
Sat Mar 29 2014,8:00 pm,Atlanta Hawks,97,Washington Wizards,101,Box Score,,17996,
Sun Mar 30 2014,7:00 pm,Chicago Bulls,107,Boston Celtics,102,Box Score,,18624,
Sun Mar 30 2014,6:00 pm,Minnesota Timberwolves,99,Brooklyn Nets,114,Box Score,,17732,
Sun Mar 30 2014,3:00 pm,Indiana Pacers,76,Cleveland Cavaliers,90,Box Score,,17147,
Sun Mar 30 2014,9:00 pm,New York Knicks,89,Golden State Warriors,84,Box Score,,19596,
Sun Mar 30 2014,9:30 pm,Phoenix Suns,99,Los Angeles Lakers,115,Box Score,,18355,
Sun Mar 30 2014,3:00 pm,Utah Jazz,96,Oklahoma City Thunder,116,Box Score,,18203,
Sun Mar 30 2014,6:00 pm,Toronto Raptors,98,Orlando Magic,93,Box Score,,16018,
Sun Mar 30 2014,9:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,105,Box Score,,19994,
Mon Mar 31 2014,7:30 pm,Philadelphia 76ers,95,Atlanta Hawks,103,Box Score,,11096,
Mon Mar 31 2014,7:00 pm,Washington Wizards,94,Charlotte Bobcats,100,Box Score,,14894,
Mon Mar 31 2014,8:00 pm,Boston Celtics,80,Chicago Bulls,94,Box Score,,21494,
Mon Mar 31 2014,9:00 pm,Memphis Grizzlies,94,Denver Nuggets,92,Box Score,,14570,
Mon Mar 31 2014,7:30 pm,Milwaukee Bucks,111,Detroit Pistons,116,Box Score,,13062,
Mon Mar 31 2014,7:00 pm,San Antonio Spurs,103,Indiana Pacers,77,Box Score,,18165,
Mon Mar 31 2014,7:30 pm,Toronto Raptors,83,Miami Heat,93,Box Score,,19831,
Mon Mar 31 2014,8:00 pm,Los Angeles Clippers,114,Minnesota Timberwolves,104,Box Score,,12172,
Mon Mar 31 2014,8:00 pm,Sacramento Kings,102,New Orleans Pelicans,97,Box Score,,15548,
Mon Mar 31 2014,9:00 pm,New York Knicks,92,Utah Jazz,83,Box Score,,18653,
Tue Apr 1 2014,8:00 pm,Houston Rockets,96,Brooklyn Nets,105,Box Score,,17732,
Tue Apr 1 2014,8:30 pm,Golden State Warriors,122,Dallas Mavericks,120,Box Score,OT,20423,
Tue Apr 1 2014,10:30 pm,Portland Trail Blazers,124,Los Angeles Lakers,112,Box Score,,18110,
Wed Apr 2 2014,7:30 pm,Chicago Bulls,105,Atlanta Hawks,92,Box Score,,17029,
Wed Apr 2 2014,9:00 pm,New Orleans Pelicans,107,Denver Nuggets,137,Box Score,,14783,
Wed Apr 2 2014,7:00 pm,Detroit Pistons,94,Indiana Pacers,101,Box Score,,18165,
Wed Apr 2 2014,7:30 pm,Milwaukee Bucks,77,Miami Heat,96,Box Score,,19609,
Wed Apr 2 2014,8:00 pm,Memphis Grizzlies,88,Minnesota Timberwolves,102,Box Score,,12009,
Wed Apr 2 2014,7:00 pm,Brooklyn Nets,81,New York Knicks,110,Box Score,,19812,
Wed Apr 2 2014,7:00 pm,Cleveland Cavaliers,119,Orlando Magic,98,Box Score,,16092,
Wed Apr 2 2014,7:00 pm,Charlotte Bobcats,123,Philadelphia 76ers,93,Box Score,,12136,
Wed Apr 2 2014,10:00 pm,Los Angeles Clippers,112,Phoenix Suns,108,Box Score,,16091,
Wed Apr 2 2014,10:00 pm,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,,17317,
Wed Apr 2 2014,8:30 pm,Golden State Warriors,90,San Antonio Spurs,111,Box Score,,18581,
Wed Apr 2 2014,7:00 pm,Houston Rockets,103,Toronto Raptors,107,Box Score,,18294,
Wed Apr 2 2014,7:00 pm,Boston Celtics,92,Washington Wizards,118,Box Score,,17770,
Thu Apr 3 2014,10:30 pm,Dallas Mavericks,113,Los Angeles Clippers,107,Box Score,,19222,
Thu Apr 3 2014,8:00 pm,San Antonio Spurs,94,Oklahoma City Thunder,106,Box Score,,18203,
Fri Apr 4 2014,7:30 pm,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,,16210,
Fri Apr 4 2014,7:30 pm,Philadelphia 76ers,111,Boston Celtics,102,Box Score,,18624,
Fri Apr 4 2014,7:30 pm,Detroit Pistons,104,Brooklyn Nets,116,Box Score,,16754,
Fri Apr 4 2014,7:00 pm,Orlando Magic,80,Charlotte Bobcats,91,Box Score,,17708,
Fri Apr 4 2014,8:00 pm,Milwaukee Bucks,90,Chicago Bulls,102,Box Score,,21996,
Fri Apr 4 2014,10:30 pm,Sacramento Kings,69,Golden State Warriors,102,Box Score,,19596,
Fri Apr 4 2014,9:30 pm,Oklahoma City Thunder,107,Houston Rockets,111,Box Score,,18407,
Fri Apr 4 2014,10:30 pm,Dallas Mavericks,107,Los Angeles Lakers,95,Box Score,,18997,
Fri Apr 4 2014,7:00 pm,Denver Nuggets,92,Memphis Grizzlies,100,Box Score,,17011,
Fri Apr 4 2014,7:30 pm,Minnesota Timberwolves,122,Miami Heat,121,Box Score,2OT,19661,
Fri Apr 4 2014,7:30 pm,Washington Wizards,90,New York Knicks,89,Box Score,,19812,
Fri Apr 4 2014,10:00 pm,Phoenix Suns,109,Portland Trail Blazers,93,Box Score,,20089,
Fri Apr 4 2014,7:00 pm,Indiana Pacers,94,Toronto Raptors,102,Box Score,,19800,
Fri Apr 4 2014,9:00 pm,New Orleans Pelicans,96,Utah Jazz,100,Box Score,,19681,
Sat Apr 5 2014,7:30 pm,Charlotte Bobcats,96,Cleveland Cavaliers,94,Box Score,OT,18179,
Sat Apr 5 2014,7:30 pm,Boston Celtics,111,Detroit Pistons,115,Box Score,,19558,
Sat Apr 5 2014,8:30 pm,Toronto Raptors,102,Milwaukee Bucks,98,Box Score,,16310,
Sat Apr 5 2014,7:00 pm,Minnesota Timberwolves,92,Orlando Magic,100,Box Score,,16992,
Sat Apr 5 2014,7:30 pm,Brooklyn Nets,105,Philadelphia 76ers,101,Box Score,,16133,
Sat Apr 5 2014,7:00 pm,Chicago Bulls,96,Washington Wizards,78,Box Score,,19661,
Sun Apr 6 2014,9:00 pm,Utah Jazz,102,Golden State Warriors,130,Box Score,,19596,
Sun Apr 6 2014,7:00 pm,Denver Nuggets,125,Houston Rockets,130,Box Score,OT,18325,
Sun Apr 6 2014,6:00 pm,Atlanta Hawks,107,Indiana Pacers,88,Box Score,,18165,
Sun Apr 6 2014,3:30 pm,Los Angeles Lakers,97,Los Angeles Clippers,120,Box Score,,19239,
Sun Apr 6 2014,1:00 pm,New York Knicks,91,Miami Heat,102,Box Score,,19647,
Sun Apr 6 2014,9:00 pm,Oklahoma City Thunder,115,Phoenix Suns,122,Box Score,,18422,
Sun Apr 6 2014,9:00 pm,New Orleans Pelicans,94,Portland Trail Blazers,100,Box Score,,20036,
Sun Apr 6 2014,6:00 pm,Dallas Mavericks,93,Sacramento Kings,91,Box Score,,17023,
Sun Apr 6 2014,7:00 pm,Memphis Grizzlies,92,San Antonio Spurs,112,Box Score,,18581,
Tue Apr 8 2014,7:30 pm,Detroit Pistons,102,Atlanta Hawks,95,Box Score,,10587,
Tue Apr 8 2014,10:30 pm,Houston Rockets,145,Los Angeles Lakers,130,Box Score,,18131,
Tue Apr 8 2014,8:00 pm,Brooklyn Nets,88,Miami Heat,87,Box Score,,19600,
Tue Apr 8 2014,8:00 pm,San Antonio Spurs,91,Minnesota Timberwolves,110,Box Score,,10117,
Tue Apr 8 2014,10:00 pm,Oklahoma City Thunder,107,Sacramento Kings,92,Box Score,,16696,
Tue Apr 8 2014,9:00 pm,Dallas Mavericks,95,Utah Jazz,83,Box Score,,18102,
Wed Apr 9 2014,7:30 pm,Boston Celtics,97,Atlanta Hawks,105,Box Score,,13868,
Wed Apr 9 2014,7:00 pm,Detroit Pistons,100,Cleveland Cavaliers,122,Box Score,,15979,
Wed Apr 9 2014,9:00 pm,Houston Rockets,116,Denver Nuggets,123,Box Score,,15322,
Wed Apr 9 2014,10:30 pm,Oklahoma City Thunder,107,Los Angeles Clippers,101,Box Score,,19459,
Wed Apr 9 2014,8:00 pm,Miami Heat,102,Memphis Grizzlies,107,Box Score,,18119,
Wed Apr 9 2014,8:00 pm,Indiana Pacers,104,Milwaukee Bucks,102,Box Score,,13139,
Wed Apr 9 2014,8:00 pm,Chicago Bulls,102,Minnesota Timberwolves,87,Box Score,,13447,
Wed Apr 9 2014,8:00 pm,Phoenix Suns,94,New Orleans Pelicans,88,Box Score,,16256,
Wed Apr 9 2014,7:00 pm,Brooklyn Nets,111,Orlando Magic,115,Box Score,,16085,
Wed Apr 9 2014,10:00 pm,Sacramento Kings,99,Portland Trail Blazers,100,Box Score,,20002,
Wed Apr 9 2014,7:00 pm,Philadelphia 76ers,114,Toronto Raptors,125,Box Score,,18789,
Wed Apr 9 2014,7:00 pm,Charlotte Bobcats,94,Washington Wizards,88,Box Score,OT,17784,
Thu Apr 10 2014,8:00 pm,San Antonio Spurs,109,Dallas Mavericks,100,Box Score,,20324,
Thu Apr 10 2014,10:30 pm,Denver Nuggets,100,Golden State Warriors,99,Box Score,,19596,
Fri Apr 11 2014,7:30 pm,Charlotte Bobcats,103,Boston Celtics,106,Box Score,,18624,
Fri Apr 11 2014,7:30 pm,Atlanta Hawks,93,Brooklyn Nets,88,Box Score,,17732,
Fri Apr 11 2014,8:00 pm,Detroit Pistons,98,Chicago Bulls,106,Box Score,,22219,
Fri Apr 11 2014,10:30 pm,Golden State Warriors,112,Los Angeles Lakers,95,Box Score,,18997,
Fri Apr 11 2014,8:00 pm,Philadelphia 76ers,95,Memphis Grizzlies,117,Box Score,,17456,
Fri Apr 11 2014,7:30 pm,Indiana Pacers,86,Miami Heat,98,Box Score,,20300,
Fri Apr 11 2014,8:30 pm,Cleveland Cavaliers,116,Milwaukee Bucks,119,Box Score,,13126,
Fri Apr 11 2014,8:00 pm,Houston Rockets,110,Minnesota Timberwolves,112,Box Score,,16689,
Fri Apr 11 2014,8:00 pm,New Orleans Pelicans,94,Oklahoma City Thunder,116,Box Score,,18203,
Fri Apr 11 2014,7:00 pm,Washington Wizards,96,Orlando Magic,86,Box Score,,17009,
Fri Apr 11 2014,8:30 pm,Phoenix Suns,104,San Antonio Spurs,112,Box Score,,18581,
Fri Apr 11 2014,7:00 pm,New York Knicks,108,Toronto Raptors,100,Box Score,,19800,
Fri Apr 11 2014,9:00 pm,Portland Trail Blazers,111,Utah Jazz,99,Box Score,,19248,
Sat Apr 12 2014,7:30 pm,Miami Heat,85,Atlanta Hawks,98,Box Score,,19287,
Sat Apr 12 2014,7:00 pm,Philadelphia 76ers,105,Charlotte Bobcats,111,Box Score,,17140,
Sat Apr 12 2014,7:30 pm,Boston Celtics,111,Cleveland Cavaliers,99,Box Score,,18456,
Sat Apr 12 2014,8:30 pm,Phoenix Suns,98,Dallas Mavericks,101,Box Score,,20413,
Sat Apr 12 2014,9:00 pm,Utah Jazz,94,Denver Nuggets,101,Box Score,,18832,
Sat Apr 12 2014,8:00 pm,New Orleans Pelicans,104,Houston Rockets,111,Box Score,,18372,
Sat Apr 12 2014,3:30 pm,Sacramento Kings,101,Los Angeles Clippers,117,Box Score,,19060,
Sat Apr 12 2014,7:00 pm,Milwaukee Bucks,91,Washington Wizards,104,Box Score,,17278,
Sun Apr 13 2014,6:00 pm,Orlando Magic,88,Brooklyn Nets,97,Box Score,,17732,
Sun Apr 13 2014,3:30 pm,Toronto Raptors,116,Detroit Pistons,107,Box Score,,16944,
Sun Apr 13 2014,1:00 pm,Oklahoma City Thunder,97,Indiana Pacers,102,Box Score,,18165,
Sun Apr 13 2014,9:30 pm,Memphis Grizzlies,102,Los Angeles Lakers,90,Box Score,,18997,
Sun Apr 13 2014,7:30 pm,Chicago Bulls,89,New York Knicks,100,Box Score,,19812,
Sun Apr 13 2014,9:00 pm,Golden State Warriors,117,Portland Trail Blazers,119,Box Score,OT,19995,
Sun Apr 13 2014,9:00 pm,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,16965,
Mon Apr 14 2014,7:30 pm,Charlotte Bobcats,95,Atlanta Hawks,93,Box Score,,11918,
Mon Apr 14 2014,8:00 pm,Orlando Magic,95,Chicago Bulls,108,Box Score,,22087,
Mon Apr 14 2014,10:30 pm,Minnesota Timberwolves,120,Golden State Warriors,130,Box Score,,19596,
Mon Apr 14 2014,8:00 pm,San Antonio Spurs,98,Houston Rockets,104,Box Score,,18406,
Mon Apr 14 2014,8:00 pm,Oklahoma City Thunder,89,New Orleans Pelicans,101,Box Score,,17024,
Mon Apr 14 2014,7:00 pm,Boston Celtics,108,Philadelphia 76ers,113,Box Score,,17822,
Mon Apr 14 2014,10:00 pm,Memphis Grizzlies,97,Phoenix Suns,91,Box Score,,18422,
Mon Apr 14 2014,7:00 pm,Milwaukee Bucks,100,Toronto Raptors,110,Box Score,,18821,
Mon Apr 14 2014,9:00 pm,Los Angeles Lakers,119,Utah Jazz,104,Box Score,,19911,
Mon Apr 14 2014,7:00 pm,Miami Heat,93,Washington Wizards,114,Box Score,,20356,
Tue Apr 15 2014,8:00 pm,New York Knicks,109,Brooklyn Nets,98,Box Score,,17732,
Tue Apr 15 2014,10:30 pm,Denver Nuggets,105,Los Angeles Clippers,117,Box Score,,19330,
Wed Apr 16 2014,8:00 pm,Washington Wizards,118,Boston Celtics,102,Box Score,,18624,
Wed Apr 16 2014,7:00 pm,Chicago Bulls,86,Charlotte Bobcats,91,Box Score,OT,17627,
Wed Apr 16 2014,8:00 pm,Brooklyn Nets,85,Cleveland Cavaliers,114,Box Score,,19842,
Wed Apr 16 2014,10:30 pm,Golden State Warriors,116,Denver Nuggets,112,Box Score,,17232,
Wed Apr 16 2014,8:00 pm,Dallas Mavericks,105,Memphis Grizzlies,106,Box Score,OT,17323,
Wed Apr 16 2014,8:00 pm,Philadelphia 76ers,100,Miami Heat,87,Box Score,,20350,
Wed Apr 16 2014,8:00 pm,Atlanta Hawks,111,Milwaukee Bucks,103,Box Score,,13111,
Wed Apr 16 2014,8:00 pm,Utah Jazz,136,Minnesota Timberwolves,130,Box Score,2OT,14155,
Wed Apr 16 2014,8:00 pm,Houston Rockets,100,New Orleans Pelicans,105,Box Score,,17421,
Wed Apr 16 2014,8:00 pm,Toronto Raptors,92,New York Knicks,95,Box Score,,19812,
Wed Apr 16 2014,8:00 pm,Detroit Pistons,111,Oklahoma City Thunder,112,Box Score,,18203,
Wed Apr 16 2014,7:00 pm,Indiana Pacers,101,Orlando Magic,86,Box Score,,18846,
Wed Apr 16 2014,10:30 pm,Los Angeles Clippers,104,Portland Trail Blazers,110,Box Score,,20021,
Wed Apr 16 2014,10:30 pm,Phoenix Suns,104,Sacramento Kings,99,Box Score,,17317,
Wed Apr 16 2014,8:00 pm,Los Angeles Lakers,113,San Antonio Spurs,100,Box Score,,18581,
