Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Jan 8 2014,7:00 pm,Detroit Pistons,91,Toronto Raptors,112,Box Score,,16194,
Thu Jan 9 2014,10:30 pm,Oklahoma City Thunder,88,Denver Nuggets,101,Box Score,,17315,
Thu Jan 9 2014,8:00 pm,Miami Heat,92,New York Knicks,102,Box Score,,19812,
Fri Jan 10 2014,7:30 pm,Houston Rockets,80,Atlanta Hawks,83,Box Score,,13115,
Fri Jan 10 2014,8:00 pm,Miami Heat,95,Brooklyn Nets,104,Box Score,2OT,17732,
Fri Jan 10 2014,10:30 pm,Boston Celtics,97,Golden State Warriors,99,Box Score,,19596,
Fri Jan 10 2014,7:00 pm,Washington Wizards,66,Indiana Pacers,93,Box Score,,18165,
Fri Jan 10 2014,10:30 pm,Los Angeles Lakers,87,Los Angeles Clippers,123,Box Score,,19316,
Fri Jan 10 2014,8:00 pm,Phoenix Suns,99,Memphis Grizzlies,104,Box Score,,17049,
Fri Jan 10 2014,8:30 pm,Chicago Bulls,81,Milwaukee Bucks,72,Box Score,,15148,
Fri Jan 10 2014,8:00 pm,Charlotte Bobcats,92,Minnesota Timberwolves,119,Box Score,,13767,
Fri Jan 10 2014,8:00 pm,Dallas Mavericks,107,New Orleans Pelicans,90,Box Score,,16533,
Fri Jan 10 2014,7:00 pm,Detroit Pistons,114,Philadelphia 76ers,104,Box Score,,13742,
Fri Jan 10 2014,10:00 pm,Orlando Magic,83,Sacramento Kings,103,Box Score,,15694,
Fri Jan 10 2014,9:00 pm,Cleveland Cavaliers,113,Utah Jazz,102,Box Score,,18480,
Sat Jan 11 2014,8:00 pm,Charlotte Bobcats,97,Chicago Bulls,103,Box Score,,21413,
Sat Jan 11 2014,8:30 pm,New Orleans Pelicans,107,Dallas Mavericks,110,Box Score,,20116,
Sat Jan 11 2014,9:00 pm,Orlando Magic,94,Denver Nuggets,120,Box Score,,17947,
Sat Jan 11 2014,7:30 pm,Phoenix Suns,108,Detroit Pistons,110,Box Score,,15224,
Sat Jan 11 2014,8:00 pm,Milwaukee Bucks,85,Oklahoma City Thunder,101,Box Score,,18203,
Sat Jan 11 2014,7:30 pm,New York Knicks,102,Philadelphia 76ers,92,Box Score,,16278,
Sat Jan 11 2014,10:00 pm,Boston Celtics,104,Portland Trail Blazers,112,Box Score,,20011,
Sat Jan 11 2014,7:00 pm,Brooklyn Nets,80,Toronto Raptors,96,Box Score,,19800,
Sat Jan 11 2014,7:00 pm,Houston Rockets,114,Washington Wizards,107,Box Score,,17454,
Sun Jan 12 2014,6:00 pm,Atlanta Hawks,101,Memphis Grizzlies,108,Box Score,,16841,
Sun Jan 12 2014,6:00 pm,Cleveland Cavaliers,80,Sacramento Kings,124,Box Score,,16072,
Sun Jan 12 2014,7:00 pm,Minnesota Timberwolves,86,San Antonio Spurs,104,Box Score,,18098,
Mon Jan 13 2014,7:30 pm,Houston Rockets,104,Boston Celtics,92,Box Score,,17750,
Mon Jan 13 2014,8:00 pm,Washington Wizards,102,Chicago Bulls,88,Box Score,,21287,
Mon Jan 13 2014,8:30 pm,Orlando Magic,88,Dallas Mavericks,107,Box Score,,19695,
Mon Jan 13 2014,8:00 pm,San Antonio Spurs,101,New Orleans Pelicans,95,Box Score,,15552,
Mon Jan 13 2014,7:30 pm,Phoenix Suns,96,New York Knicks,98,Box Score,OT,19812,
Mon Jan 13 2014,7:00 pm,Milwaukee Bucks,94,Toronto Raptors,116,Box Score,,15819,
Mon Jan 13 2014,9:00 pm,Denver Nuggets,103,Utah Jazz,118,Box Score,,17232,
Tue Jan 14 2014,7:00 pm,New York Knicks,98,Charlotte Bobcats,108,Box Score,,15156,
Tue Jan 14 2014,7:00 pm,Sacramento Kings,92,Indiana Pacers,116,Box Score,,17530,
Tue Jan 14 2014,10:30 pm,Cleveland Cavaliers,120,Los Angeles Lakers,118,Box Score,,18997,
Tue Jan 14 2014,8:00 pm,Oklahoma City Thunder,87,Memphis Grizzlies,90,Box Score,,17177,
Wed Jan 15 2014,7:30 pm,Toronto Raptors,83,Boston Celtics,88,Box Score,,17569,
Wed Jan 15 2014,10:30 pm,Denver Nuggets,123,Golden State Warriors,116,Box Score,,19596,
Wed Jan 15 2014,10:30 pm,Dallas Mavericks,127,Los Angeles Clippers,129,Box Score,,19208,
Wed Jan 15 2014,8:00 pm,Memphis Grizzlies,82,Milwaukee Bucks,77,Box Score,,11379,
Wed Jan 15 2014,8:00 pm,Sacramento Kings,111,Minnesota Timberwolves,108,Box Score,,12399,
Wed Jan 15 2014,8:00 pm,Houston Rockets,103,New Orleans Pelicans,100,Box Score,,15918,
Wed Jan 15 2014,7:00 pm,Chicago Bulls,128,Orlando Magic,125,Box Score,3OT,16489,
Wed Jan 15 2014,7:00 pm,Charlotte Bobcats,92,Philadelphia 76ers,95,Box Score,,10106,
Wed Jan 15 2014,9:00 pm,Los Angeles Lakers,114,Phoenix Suns,121,Box Score,,16022,
Wed Jan 15 2014,10:00 pm,Cleveland Cavaliers,96,Portland Trail Blazers,108,Box Score,,19998,
Wed Jan 15 2014,8:00 pm,Utah Jazz,105,San Antonio Spurs,109,Box Score,,17917,
Wed Jan 15 2014,7:00 pm,Miami Heat,97,Washington Wizards,114,Box Score,,20356,
Thu Jan 16 2014,3:00 pm,Brooklyn Nets,127,Atlanta Hawks,110,Box Score,,18689,at London England
Thu Jan 16 2014,9:30 pm,Oklahoma City Thunder,104,Houston Rockets,92,Box Score,,18231,
Thu Jan 16 2014,7:00 pm,New York Knicks,89,Indiana Pacers,117,Box Score,,18165,
Fri Jan 17 2014,7:30 pm,Los Angeles Lakers,107,Boston Celtics,104,Box Score,,18624,
Fri Jan 17 2014,9:00 pm,Cleveland Cavaliers,117,Denver Nuggets,109,Box Score,,18486,
Fri Jan 17 2014,7:30 pm,Utah Jazz,110,Detroit Pistons,89,Box Score,,18528,
Fri Jan 17 2014,8:00 pm,Sacramento Kings,90,Memphis Grizzlies,91,Box Score,,17212,
Fri Jan 17 2014,7:00 pm,Los Angeles Clippers,109,New York Knicks,95,Box Score,,19812,
Fri Jan 17 2014,9:30 pm,Golden State Warriors,121,Oklahoma City Thunder,127,Box Score,,18203,
Fri Jan 17 2014,7:00 pm,Charlotte Bobcats,111,Orlando Magic,101,Box Score,,16164,
Fri Jan 17 2014,7:00 pm,Miami Heat,101,Philadelphia 76ers,86,Box Score,,19286,
Fri Jan 17 2014,9:00 pm,Dallas Mavericks,110,Phoenix Suns,107,Box Score,,16486,
Fri Jan 17 2014,8:30 pm,Portland Trail Blazers,109,San Antonio Spurs,100,Box Score,,18581,
Fri Jan 17 2014,7:00 pm,Minnesota Timberwolves,89,Toronto Raptors,94,Box Score,,19800,
Fri Jan 17 2014,7:00 pm,Chicago Bulls,93,Washington Wizards,96,Box Score,,17005,
Sat Jan 18 2014,7:30 pm,Miami Heat,104,Charlotte Bobcats,96,Box Score,OT,19631,
Sat Jan 18 2014,8:00 pm,Philadelphia 76ers,78,Chicago Bulls,103,Box Score,,21710,
Sat Jan 18 2014,8:30 pm,Portland Trail Blazers,127,Dallas Mavericks,111,Box Score,,20375,
Sat Jan 18 2014,8:00 pm,Milwaukee Bucks,104,Houston Rockets,114,Box Score,,18082,
Sat Jan 18 2014,7:00 pm,Los Angeles Clippers,92,Indiana Pacers,106,Box Score,,18165,
Sat Jan 18 2014,8:00 pm,Utah Jazz,72,Minnesota Timberwolves,98,Box Score,,17111,
Sat Jan 18 2014,8:00 pm,Golden State Warriors,97,New Orleans Pelicans,87,Box Score,,18045,
Sat Jan 18 2014,7:00 pm,Detroit Pistons,104,Washington Wizards,98,Box Score,,17039,
Sun Jan 19 2014,7:00 pm,Sacramento Kings,93,Oklahoma City Thunder,108,Box Score,,18203,
Sun Jan 19 2014,6:00 pm,Boston Celtics,91,Orlando Magic,93,Box Score,,17548,
Sun Jan 19 2014,8:00 pm,Denver Nuggets,103,Phoenix Suns,117,Box Score,,16211,
Sun Jan 19 2014,7:00 pm,Milwaukee Bucks,82,San Antonio Spurs,110,Box Score,,18096,
Sun Jan 19 2014,1:00 pm,Los Angeles Lakers,112,Toronto Raptors,106,Box Score,,17706,
Mon Jan 20 2014,5:30 pm,Miami Heat,114,Atlanta Hawks,121,Box Score,,19262,
Mon Jan 20 2014,2:00 pm,Toronto Raptors,95,Charlotte Bobcats,100,Box Score,,14929,
Mon Jan 20 2014,8:00 pm,Los Angeles Lakers,100,Chicago Bulls,102,Box Score,OT,21626,
Mon Jan 20 2014,1:00 pm,Dallas Mavericks,102,Cleveland Cavaliers,97,Box Score,,18762,
Mon Jan 20 2014,1:00 pm,Los Angeles Clippers,112,Detroit Pistons,103,Box Score,,17417,
Mon Jan 20 2014,10:30 pm,Indiana Pacers,102,Golden State Warriors,94,Box Score,,19596,
Mon Jan 20 2014,8:00 pm,Portland Trail Blazers,113,Houston Rockets,126,Box Score,,18135,
Mon Jan 20 2014,5:00 pm,New Orleans Pelicans,95,Memphis Grizzlies,92,Box Score,,17485,
Mon Jan 20 2014,2:30 pm,Brooklyn Nets,103,New York Knicks,80,Box Score,,19812,
Mon Jan 20 2014,2:00 pm,Philadelphia 76ers,99,Washington Wizards,107,Box Score,,18650,
Tue Jan 21 2014,7:30 pm,Orlando Magic,90,Brooklyn Nets,101,Box Score,,15482,
Tue Jan 21 2014,7:30 pm,Boston Celtics,86,Miami Heat,93,Box Score,,19619,
Tue Jan 21 2014,8:00 pm,Sacramento Kings,114,New Orleans Pelicans,97,Box Score,,16459,
Tue Jan 21 2014,8:00 pm,Portland Trail Blazers,97,Oklahoma City Thunder,105,Box Score,,18203,
Tue Jan 21 2014,9:00 pm,Minnesota Timberwolves,112,Utah Jazz,97,Box Score,,16387,
Wed Jan 22 2014,7:00 pm,Los Angeles Clippers,91,Charlotte Bobcats,95,Box Score,,14760,
Wed Jan 22 2014,7:00 pm,Chicago Bulls,98,Cleveland Cavaliers,87,Box Score,,16890,
Wed Jan 22 2014,8:00 pm,Sacramento Kings,98,Houston Rockets,119,Box Score,,16488,
Wed Jan 22 2014,8:00 pm,Detroit Pistons,101,Milwaukee Bucks,104,Box Score,,11266,
Wed Jan 22 2014,7:30 pm,Philadelphia 76ers,110,New York Knicks,106,Box Score,,19812,
Wed Jan 22 2014,7:00 pm,Atlanta Hawks,112,Orlando Magic,109,Box Score,,16713,
Wed Jan 22 2014,10:30 pm,Indiana Pacers,100,Phoenix Suns,124,Box Score,,16465,
Wed Jan 22 2014,8:00 pm,Oklahoma City Thunder,111,San Antonio Spurs,105,Box Score,,18581,
Wed Jan 22 2014,7:00 pm,Dallas Mavericks,85,Toronto Raptors,93,Box Score,,18179,
Wed Jan 22 2014,7:00 pm,Boston Celtics,113,Washington Wizards,111,Box Score,OT,14492,
Thu Jan 23 2014,8:00 pm,Los Angeles Lakers,102,Miami Heat,109,Box Score,,19608,
Thu Jan 23 2014,10:30 pm,Denver Nuggets,105,Portland Trail Blazers,110,Box Score,,20066,
Fri Jan 24 2014,7:30 pm,San Antonio Spurs,105,Atlanta Hawks,79,Box Score,,17601,
Fri Jan 24 2014,7:30 pm,Oklahoma City Thunder,101,Boston Celtics,83,Box Score,,18624,
Fri Jan 24 2014,7:30 pm,Dallas Mavericks,106,Brooklyn Nets,107,Box Score,,16110,
Fri Jan 24 2014,8:00 pm,Los Angeles Clippers,112,Chicago Bulls,95,Box Score,,21755,
Fri Jan 24 2014,7:30 pm,Milwaukee Bucks,78,Cleveland Cavaliers,93,Box Score,,17147,
Fri Jan 24 2014,7:30 pm,New Orleans Pelicans,103,Detroit Pistons,101,Box Score,,14107,
Fri Jan 24 2014,10:30 pm,Minnesota Timberwolves,121,Golden State Warriors,120,Box Score,,19596,
Fri Jan 24 2014,8:00 pm,Memphis Grizzlies,88,Houston Rockets,87,Box Score,,16998,
Fri Jan 24 2014,7:30 pm,Charlotte Bobcats,96,New York Knicks,125,Box Score,,19812,
Fri Jan 24 2014,7:00 pm,Los Angeles Lakers,105,Orlando Magic,114,Box Score,,16101,
Fri Jan 24 2014,7:00 pm,Toronto Raptors,104,Philadelphia 76ers,95,Box Score,,11489,
Fri Jan 24 2014,9:00 pm,Washington Wizards,101,Phoenix Suns,95,Box Score,,16198,
Fri Jan 24 2014,10:00 pm,Indiana Pacers,116,Sacramento Kings,111,Box Score,OT,17317,
Sat Jan 25 2014,7:00 pm,Chicago Bulls,89,Charlotte Bobcats,87,Box Score,,18252,
Sat Jan 25 2014,9:00 pm,Indiana Pacers,96,Denver Nuggets,109,Box Score,,19155,
Sat Jan 25 2014,8:00 pm,Houston Rockets,81,Memphis Grizzlies,99,Box Score,,17512,
Sat Jan 25 2014,8:30 pm,Atlanta Hawks,112,Milwaukee Bucks,87,Box Score,,15879,
Sat Jan 25 2014,7:30 pm,Oklahoma City Thunder,103,Philadelphia 76ers,91,Box Score,,19217,
Sat Jan 25 2014,10:00 pm,Minnesota Timberwolves,104,Portland Trail Blazers,115,Box Score,,20006,
Sat Jan 25 2014,7:00 pm,Los Angeles Clippers,126,Toronto Raptors,118,Box Score,,19800,
Sat Jan 25 2014,9:00 pm,Washington Wizards,101,Utah Jazz,104,Box Score,,17754,
Sun Jan 26 2014,6:30 pm,Brooklyn Nets,85,Boston Celtics,79,Box Score,,18624,
Sun Jan 26 2014,6:00 pm,Phoenix Suns,99,Cleveland Cavaliers,90,Box Score,,15872,
Sun Jan 26 2014,7:30 pm,Detroit Pistons,106,Dallas Mavericks,116,Box Score,,19662,
Sun Jan 26 2014,9:00 pm,Portland Trail Blazers,88,Golden State Warriors,103,Box Score,,19596,
Sun Jan 26 2014,1:00 pm,San Antonio Spurs,101,Miami Heat,113,Box Score,,19683,
Sun Jan 26 2014,6:00 pm,Orlando Magic,92,New Orleans Pelicans,100,Box Score,,17197,
Sun Jan 26 2014,3:30 pm,Los Angeles Lakers,103,New York Knicks,110,Box Score,,19812,
Sun Jan 26 2014,9:00 pm,Denver Nuggets,125,Sacramento Kings,117,Box Score,,15939,
Mon Jan 27 2014,7:30 pm,Toronto Raptors,104,Brooklyn Nets,103,Box Score,,15790,
Mon Jan 27 2014,8:00 pm,Minnesota Timberwolves,95,Chicago Bulls,86,Box Score,,21637,
Mon Jan 27 2014,8:00 pm,Los Angeles Clippers,114,Milwaukee Bucks,86,Box Score,,11126,
Mon Jan 27 2014,8:00 pm,Atlanta Hawks,109,Oklahoma City Thunder,111,Box Score,,18203,
Mon Jan 27 2014,7:00 pm,Phoenix Suns,124,Philadelphia 76ers,113,Box Score,,10793,
Mon Jan 27 2014,9:00 pm,Sacramento Kings,99,Utah Jazz,106,Box Score,,16663,
Tue Jan 28 2014,7:00 pm,New Orleans Pelicans,100,Cleveland Cavaliers,89,Box Score,,13985,
Tue Jan 28 2014,7:30 pm,Orlando Magic,87,Detroit Pistons,103,Box Score,,11534,
Tue Jan 28 2014,10:30 pm,Washington Wizards,88,Golden State Warriors,85,Box Score,,19596,
Tue Jan 28 2014,8:00 pm,San Antonio Spurs,90,Houston Rockets,97,Box Score,,18314,
Tue Jan 28 2014,10:30 pm,Indiana Pacers,104,Los Angeles Lakers,92,Box Score,,18997,
Tue Jan 28 2014,7:30 pm,Boston Celtics,88,New York Knicks,114,Box Score,,19812,
Tue Jan 28 2014,10:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,81,Box Score,,19385,
Wed Jan 29 2014,7:30 pm,Philadelphia 76ers,95,Boston Celtics,94,Box Score,,18624,
Wed Jan 29 2014,8:30 pm,Houston Rockets,117,Dallas Mavericks,115,Box Score,,19359,
Wed Jan 29 2014,9:00 pm,Charlotte Bobcats,101,Denver Nuggets,98,Box Score,,16151,
Wed Jan 29 2014,10:30 pm,Washington Wizards,103,Los Angeles Clippers,110,Box Score,,19060,
Wed Jan 29 2014,7:00 pm,Oklahoma City Thunder,112,Miami Heat,95,Box Score,,19673,
Wed Jan 29 2014,8:00 pm,Phoenix Suns,126,Milwaukee Bucks,117,Box Score,,11175,
Wed Jan 29 2014,8:00 pm,New Orleans Pelicans,77,Minnesota Timberwolves,88,Box Score,,11702,
Wed Jan 29 2014,10:00 pm,Memphis Grizzlies,99,Sacramento Kings,89,Box Score,,15195,
Wed Jan 29 2014,9:30 pm,Chicago Bulls,96,San Antonio Spurs,86,Box Score,,18581,
Wed Jan 29 2014,7:00 pm,Orlando Magic,83,Toronto Raptors,98,Box Score,,17694,
Thu Jan 30 2014,10:30 pm,Los Angeles Clippers,92,Golden State Warriors,111,Box Score,,19596,
Thu Jan 30 2014,7:00 pm,Phoenix Suns,102,Indiana Pacers,94,Box Score,,16541,
Thu Jan 30 2014,8:00 pm,Cleveland Cavaliers,86,New York Knicks,117,Box Score,,19812,
Fri Jan 31 2014,8:00 pm,Oklahoma City Thunder,120,Brooklyn Nets,95,Box Score,,17732,
Fri Jan 31 2014,8:30 pm,Sacramento Kings,103,Dallas Mavericks,107,Box Score,,19614,
Fri Jan 31 2014,9:00 pm,Toronto Raptors,100,Denver Nuggets,90,Box Score,,17131,
Fri Jan 31 2014,10:30 pm,Charlotte Bobcats,110,Los Angeles Lakers,100,Box Score,,18997,
Fri Jan 31 2014,8:00 pm,Memphis Grizzlies,94,Minnesota Timberwolves,90,Box Score,,17429,
Fri Jan 31 2014,7:00 pm,Milwaukee Bucks,102,Orlando Magic,113,Box Score,,17292,
Fri Jan 31 2014,7:30 pm,Atlanta Hawks,125,Philadelphia 76ers,99,Box Score,,14702,
Fri Jan 31 2014,10:30 pm,Golden State Warriors,95,Utah Jazz,90,Box Score,,19911,
Sat Feb 1 2014,7:30 pm,Minnesota Timberwolves,113,Atlanta Hawks,120,Box Score,,13018,
Sat Feb 1 2014,7:30 pm,Philadelphia 76ers,96,Detroit Pistons,113,Box Score,,16649,
Sat Feb 1 2014,8:00 pm,Cleveland Cavaliers,92,Houston Rockets,106,Box Score,,18309,
Sat Feb 1 2014,7:00 pm,Brooklyn Nets,96,Indiana Pacers,97,Box Score,,18165,
Sat Feb 1 2014,10:30 pm,Utah Jazz,87,Los Angeles Clippers,102,Box Score,,19060,
Sat Feb 1 2014,8:00 pm,Milwaukee Bucks,90,Memphis Grizzlies,99,Box Score,,17017,
Sat Feb 1 2014,8:00 pm,Chicago Bulls,79,New Orleans Pelicans,88,Box Score,,17799,
Sat Feb 1 2014,8:30 pm,Miami Heat,106,New York Knicks,91,Box Score,,19812,
Sat Feb 1 2014,9:00 pm,Charlotte Bobcats,95,Phoenix Suns,105,Box Score,,16248,
Sat Feb 1 2014,10:00 pm,Toronto Raptors,103,Portland Trail Blazers,106,Box Score,,19996,
Sat Feb 1 2014,8:30 pm,Sacramento Kings,93,San Antonio Spurs,95,Box Score,,18581,
Sat Feb 1 2014,7:00 pm,Oklahoma City Thunder,81,Washington Wizards,96,Box Score,,20356,
Sun Feb 2 2014,1:00 pm,Orlando Magic,89,Boston Celtics,96,Box Score,,18624,
Mon Feb 3 2014,7:30 pm,Philadelphia 76ers,102,Brooklyn Nets,108,Box Score,,16727,
Mon Feb 3 2014,8:30 pm,Cleveland Cavaliers,107,Dallas Mavericks,124,Box Score,,19595,
Mon Feb 3 2014,9:00 pm,Los Angeles Clippers,115,Denver Nuggets,116,Box Score,,16567,
Mon Feb 3 2014,7:00 pm,Orlando Magic,79,Indiana Pacers,98,Box Score,,16266,
Mon Feb 3 2014,7:30 pm,Detroit Pistons,96,Miami Heat,102,Box Score,,19802,
Mon Feb 3 2014,8:00 pm,New York Knicks,98,Milwaukee Bucks,101,Box Score,,11147,
Mon Feb 3 2014,8:00 pm,San Antonio Spurs,102,New Orleans Pelicans,95,Box Score,,17086,
Mon Feb 3 2014,8:00 pm,Memphis Grizzlies,77,Oklahoma City Thunder,86,Box Score,,18203,
Mon Feb 3 2014,10:00 pm,Chicago Bulls,70,Sacramento Kings,99,Box Score,,15178,
Mon Feb 3 2014,9:00 pm,Toronto Raptors,94,Utah Jazz,79,Box Score,,17139,
Mon Feb 3 2014,7:00 pm,Portland Trail Blazers,90,Washington Wizards,100,Box Score,,13259,
Tue Feb 4 2014,7:30 pm,Indiana Pacers,89,Atlanta Hawks,85,Box Score,,15374,
Tue Feb 4 2014,10:30 pm,Charlotte Bobcats,91,Golden State Warriors,75,Box Score,,19596,
Tue Feb 4 2014,8:00 pm,Los Angeles Lakers,99,Minnesota Timberwolves,109,Box Score,,12559,
Tue Feb 4 2014,9:00 pm,Chicago Bulls,101,Phoenix Suns,92,Box Score,,16636,
Wed Feb 5 2014,7:00 pm,Los Angeles Lakers,119,Cleveland Cavaliers,108,Box Score,,15205,
Wed Feb 5 2014,9:00 pm,Milwaukee Bucks,100,Denver Nuggets,110,Box Score,,15122,
Wed Feb 5 2014,8:00 pm,Phoenix Suns,108,Houston Rockets,122,Box Score,,18217,
Wed Feb 5 2014,10:30 pm,Miami Heat,116,Los Angeles Clippers,112,Box Score,,19672,
Wed Feb 5 2014,8:00 pm,Dallas Mavericks,110,Memphis Grizzlies,96,Box Score,,16188,
Wed Feb 5 2014,8:00 pm,Atlanta Hawks,100,New Orleans Pelicans,105,Box Score,,16232,
Wed Feb 5 2014,8:00 pm,Portland Trail Blazers,94,New York Knicks,90,Box Score,,19812,
Wed Feb 5 2014,8:00 pm,Minnesota Timberwolves,97,Oklahoma City Thunder,106,Box Score,,18203,
Wed Feb 5 2014,7:00 pm,Detroit Pistons,98,Orlando Magic,112,Box Score,,15166,
Wed Feb 5 2014,7:00 pm,Boston Celtics,114,Philadelphia 76ers,108,Box Score,,10267,
Wed Feb 5 2014,10:00 pm,Toronto Raptors,101,Sacramento Kings,109,Box Score,,17317,
Wed Feb 5 2014,7:00 pm,San Antonio Spurs,125,Washington Wizards,118,Box Score,2OT,15791,
Thu Feb 6 2014,8:00 pm,San Antonio Spurs,89,Brooklyn Nets,103,Box Score,,17732,
Thu Feb 6 2014,10:30 pm,Chicago Bulls,87,Golden State Warriors,102,Box Score,,19596,
Fri Feb 7 2014,7:30 pm,Sacramento Kings,89,Boston Celtics,99,Box Score,,18624,
Fri Feb 7 2014,8:30 pm,Utah Jazz,81,Dallas Mavericks,103,Box Score,,19928,
Fri Feb 7 2014,7:30 pm,Brooklyn Nets,95,Detroit Pistons,111,Box Score,,13727,
Fri Feb 7 2014,7:00 pm,Portland Trail Blazers,113,Indiana Pacers,118,Box Score,OT,18165,
Fri Feb 7 2014,10:30 pm,Toronto Raptors,105,Los Angeles Clippers,118,Box Score,,19060,
Fri Feb 7 2014,9:30 pm,Minnesota Timberwolves,91,New Orleans Pelicans,98,Box Score,,16541,
Fri Feb 7 2014,7:30 pm,Denver Nuggets,90,New York Knicks,117,Box Score,,19812,
Fri Feb 7 2014,7:00 pm,Oklahoma City Thunder,102,Orlando Magic,103,Box Score,,15595,
Fri Feb 7 2014,7:00 pm,Los Angeles Lakers,112,Philadelphia 76ers,98,Box Score,,15211,
Fri Feb 7 2014,7:00 pm,Cleveland Cavaliers,115,Washington Wizards,113,Box Score,,16294,
Sat Feb 8 2014,7:30 pm,Memphis Grizzlies,79,Atlanta Hawks,76,Box Score,,15190,
Sat Feb 8 2014,7:00 pm,San Antonio Spurs,104,Charlotte Bobcats,100,Box Score,,19084,
Sat Feb 8 2014,7:30 pm,Denver Nuggets,109,Detroit Pistons,126,Box Score,,15870,
Sat Feb 8 2014,8:30 pm,Houston Rockets,101,Milwaukee Bucks,95,Box Score,,15923,
Sat Feb 8 2014,8:00 pm,Portland Trail Blazers,117,Minnesota Timberwolves,110,Box Score,,17506,
Sat Feb 8 2014,9:00 pm,Golden State Warriors,109,Phoenix Suns,122,Box Score,,17846,
Sat Feb 8 2014,9:00 pm,Miami Heat,89,Utah Jazz,94,Box Score,,19911,
Sun Feb 9 2014,6:00 pm,Dallas Mavericks,102,Boston Celtics,91,Box Score,,17650,
Sun Feb 9 2014,6:00 pm,New Orleans Pelicans,81,Brooklyn Nets,93,Box Score,,17732,
Sun Feb 9 2014,6:00 pm,Memphis Grizzlies,83,Cleveland Cavaliers,91,Box Score,OT,16484,
Sun Feb 9 2014,9:30 pm,Philadelphia 76ers,78,Los Angeles Clippers,123,Box Score,,19157,
Sun Feb 9 2014,3:30 pm,Chicago Bulls,92,Los Angeles Lakers,86,Box Score,,18997,
Sun Feb 9 2014,1:00 pm,New York Knicks,100,Oklahoma City Thunder,112,Box Score,,18203,
Sun Feb 9 2014,6:00 pm,Indiana Pacers,92,Orlando Magic,93,Box Score,,16366,
Sun Feb 9 2014,6:00 pm,Sacramento Kings,84,Washington Wizards,93,Box Score,,18173,
Mon Feb 10 2014,7:30 pm,San Antonio Spurs,100,Detroit Pistons,109,Box Score,,13628,
Mon Feb 10 2014,10:30 pm,Philadelphia 76ers,80,Golden State Warriors,123,Box Score,,19596,
Mon Feb 10 2014,7:00 pm,Denver Nuggets,80,Indiana Pacers,119,Box Score,,16124,
Mon Feb 10 2014,8:00 pm,Boston Celtics,102,Milwaukee Bucks,86,Box Score,,11016,
Mon Feb 10 2014,8:00 pm,Houston Rockets,107,Minnesota Timberwolves,89,Box Score,,12002,
Mon Feb 10 2014,7:00 pm,New Orleans Pelicans,101,Toronto Raptors,108,Box Score,,17596,
Tue Feb 11 2014,7:00 pm,Dallas Mavericks,89,Charlotte Bobcats,114,Box Score,,11467,
Tue Feb 11 2014,8:00 pm,Atlanta Hawks,85,Chicago Bulls,100,Box Score,,21325,
Tue Feb 11 2014,7:00 pm,Sacramento Kings,99,Cleveland Cavaliers,109,Box Score,,14245,
Tue Feb 11 2014,10:30 pm,Utah Jazz,96,Los Angeles Lakers,79,Box Score,,18209,
Tue Feb 11 2014,8:00 pm,Washington Wizards,89,Memphis Grizzlies,92,Box Score,,15613,
Tue Feb 11 2014,9:00 pm,Miami Heat,103,Phoenix Suns,97,Box Score,,17927,
Tue Feb 11 2014,10:00 pm,Oklahoma City Thunder,98,Portland Trail Blazers,95,Box Score,,20018,
Wed Feb 12 2014,7:30 pm,San Antonio Spurs,104,Boston Celtics,92,Box Score,,17922,
Wed Feb 12 2014,7:30 pm,Charlotte Bobcats,89,Brooklyn Nets,105,Box Score,,16862,
Wed Feb 12 2014,7:30 pm,Cleveland Cavaliers,93,Detroit Pistons,89,Box Score,,13184,
Wed Feb 12 2014,10:30 pm,Miami Heat,111,Golden State Warriors,110,Box Score,,19596,
Wed Feb 12 2014,8:00 pm,Washington Wizards,112,Houston Rockets,113,Box Score,,18314,
Wed Feb 12 2014,7:00 pm,Dallas Mavericks,81,Indiana Pacers,73,Box Score,,17663,
Wed Feb 12 2014,10:30 pm,Portland Trail Blazers,117,Los Angeles Clippers,122,Box Score,,19175,
Wed Feb 12 2014,8:00 pm,New Orleans Pelicans,102,Milwaukee Bucks,98,Box Score,,11012,
Wed Feb 12 2014,8:00 pm,Denver Nuggets,90,Minnesota Timberwolves,117,Box Score,,12139,
Wed Feb 12 2014,7:30 pm,Sacramento Kings,106,New York Knicks,101,Box Score,OT,19812,
Wed Feb 12 2014,7:00 pm,Memphis Grizzlies,86,Orlando Magic,81,Box Score,,15310,
Wed Feb 12 2014,7:00 pm,Atlanta Hawks,83,Toronto Raptors,104,Box Score,,17121,
Wed Feb 12 2014,9:00 pm,Philadelphia 76ers,100,Utah Jazz,105,Box Score,,19368,
Thu Feb 13 2014,8:00 pm,Brooklyn Nets,76,Chicago Bulls,92,Box Score,,21500,
Thu Feb 13 2014,10:30 pm,Oklahoma City Thunder,107,Los Angeles Lakers,103,Box Score,,18997,
Tue Feb 18 2014,8:30 pm,Miami Heat,117,Dallas Mavericks,106,Box Score,,20461,
Tue Feb 18 2014,9:00 pm,Phoenix Suns,112,Denver Nuggets,107,Box Score,OT,16461,
